Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,all_nba_1st_team
Bobby Jones*,PF,34,PHI,70,42,1519,4.5,8.0,.559,0.0,0.0,.000,4.5,8.0,.561,2.7,3.4,.786,1.2,2.8,4.0,3.0,1.1,1.2,2.1,3.8,11.7,1986,0
Caldwell Jones,C,35,POR,80,19,1437,3.2,6.4,.496,0.0,0.2,.000,3.2,6.2,.510,3.1,3.8,.827,2.6,6.3,8.9,1.9,1.0,1.5,2.6,6.1,9.4,1986,0
Charles Jones,C,28,WSB,81,58,1609,2.9,5.7,.508,0.0,0.0,.000,2.9,5.7,.510,1.2,1.9,.628,2.7,4.5,7.2,1.7,1.3,3.0,1.6,5.3,7.0,1986,0
Charles Jones,PF,24,PHO,43,18,742,3.6,8.0,.457,0.0,0.0,.000,3.6,7.9,.460,2.4,4.8,.510,3.2,6.2,9.4,2.5,1.6,1.2,2.8,4.2,9.7,1986,0
Earl Jones,C,25,MIL,12,0,43,4.2,10.0,.417,0.0,0.0,,4.2,10.0,.417,2.5,3.3,.750,3.3,5.0,8.4,3.3,0.0,0.8,5.9,10.9,10.9,1986,0
Edgar Jones,PF,29,CLE,53,6,1011,6.7,13.2,.505,0.2,0.8,.304,6.4,12.4,.519,4.7,6.3,.742,2.5,4.8,7.4,1.6,1.1,1.4,2.3,5.1,18.3,1986,0
Ozell Jones,C,25,LAC,3,0,18,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,0.0,0.0,,0.0,4.0,4.0,0.0,4.0,2.0,6.0,10.0,0.0,1986,0
Yvon Joseph,C,28,NJN,1,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,14.4,14.4,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,14.4,1986,0
Rich Kelley,C,32,SAC,37,0,324,3.1,5.4,.571,0.0,0.2,.000,3.1,5.2,.596,2.0,2.4,.818,3.2,5.8,9.0,4.8,1.1,0.3,2.4,6.9,8.2,1986,0
Clark Kellogg,PF,24,IND,19,12,568,8.8,18.6,.473,0.3,0.8,.308,8.6,17.8,.480,3.4,4.4,.768,3.2,7.4,10.6,3.6,1.8,0.5,3.9,3.7,21.2,1986,0
Greg Kite,C,24,BOS,64,2,464,2.6,7.1,.374,0.0,0.1,.000,2.6,7.0,.378,1.2,3.0,.385,2.7,7.2,9.9,1.3,0.2,2.2,2.5,6.3,6.4,1986,0
Joe Kleine,C,24,SAC,80,18,1180,4.9,10.5,.465,0.0,0.0,,4.9,10.5,.465,2.9,4.0,.723,3.4,7.9,11.4,1.4,0.7,1.0,3.3,6.8,12.6,1986,0
Jon Koncak,C,22,ATL,82,15,1695,5.6,11.0,.507,0.0,0.0,.000,5.6,11.0,.508,3.3,5.5,.607,3.6,6.3,9.9,1.2,0.8,1.5,2.4,6.3,14.5,1986,0
Mitch Kupchak,PF,31,LAL,55,0,783,5.7,11.8,.482,0.0,0.0,.000,5.7,11.8,.484,3.9,5.1,.750,3.2,5.6,8.8,0.8,0.6,0.3,2.9,4.7,15.3,1986,0
Bill Laimbeer,C,28,DET,82,82,2891,6.8,13.8,.492,0.0,0.2,.286,6.7,13.6,.495,3.3,4.0,.834,3.8,9.6,13.4,1.8,0.7,0.8,1.7,3.6,16.9,1986,0
Keith Lee,PF,23,CLE,58,38,1197,5.3,11.4,.466,0.1,0.3,.222,5.3,11.2,.472,2.3,2.9,.781,3.5,7.1,10.6,2.0,0.9,1.1,2.3,6.1,13.0,1986,0
Cliff Levingston,PF,25,ATL,81,35,1945,5.4,10.2,.534,0.0,0.0,.000,5.4,10.2,.535,3.0,4.5,.678,3.6,6.3,9.9,1.3,1.4,0.7,2.1,4.8,13.9,1986,0
Alton Lister,C,27,MIL,81,19,1812,6.3,11.5,.551,0.0,0.0,.000,6.3,11.4,.553,3.2,5.3,.602,4.0,7.8,11.8,2.0,1.0,2.8,3.2,6.0,15.8,1986,0
Maurice Lucas,PF,33,LAL,77,8,1750,6.2,13.4,.462,0.0,0.0,.500,6.2,13.4,.462,3.7,4.7,.783,3.4,8.3,11.6,1.7,0.9,0.5,2.5,5.2,16.1,1986,0
Rick Mahorn,PF,27,DET,80,12,1442,3.9,8.6,.455,0.0,0.0,.000,3.9,8.6,.456,2.0,3.0,.681,3.0,7.3,10.3,1.6,1.0,1.5,2.7,6.5,9.9,1986,0
Karl Malone*,PF,22,UTA,81,76,2475,7.3,14.8,.496,0.0,0.0,.000,7.3,14.7,.497,2.8,5.9,.481,2.5,7.9,10.4,3.4,1.5,0.6,4.1,4.3,17.5,1986,0
Moses Malone*,C,30,PHI,74,74,2706,7.6,16.6,.458,0.0,0.0,.000,7.6,16.6,.459,8.2,10.4,.787,4.5,7.1,11.6,1.2,0.9,0.9,3.5,2.6,23.4,1986,0
Brian Martin,PF,23,SEA,3,0,7,5.1,10.3,.500,0.0,0.0,,5.1,10.3,.500,0.0,0.0,,5.1,15.4,20.6,0.0,0.0,5.1,10.3,10.3,10.3,1986,0
Bob McAdoo*,C,34,PHI,29,0,609,6.9,14.8,.462,0.0,0.0,,6.9,14.8,.462,3.7,4.8,.765,1.5,4.6,6.1,2.1,0.6,1.1,2.9,3.8,17.4,1986,0
Tim McCormick,C,23,SEA,77,42,1705,5.3,9.4,.570,0.0,0.0,.500,5.3,9.3,.570,3.7,5.2,.713,3.0,5.6,8.5,1.8,0.4,0.6,2.3,4.6,14.4,1986,0
Hank McDowell,PF,26,HOU,22,0,204,4.2,7.4,.571,0.0,0.2,.000,4.2,7.2,.585,3.0,4.4,.680,2.1,6.5,8.6,1.1,0.2,0.5,1.8,4.4,11.5,1986,0
Kevin McHale*,PF,28,BOS,68,62,2397,8.4,14.7,.574,0.0,0.0,,8.4,14.7,.574,4.9,6.3,.776,2.6,5.7,8.3,2.7,0.4,2.0,2.2,2.9,21.7,1986,0
Tom McMillen,C,33,WSB,56,1,863,5.5,11.9,.460,0.0,0.1,.000,5.5,11.8,.465,2.7,3.3,.810,1.8,2.9,4.7,1.5,0.4,0.4,1.4,3.5,13.6,1986,0
Chris McNealy,PF,24,NYK,30,6,627,4.0,8.3,.486,0.0,0.0,,4.0,8.3,.486,1.8,2.7,.660,3.6,8.1,11.7,2.4,2.2,0.7,2.0,5.1,9.8,1986,0
Paul Mokeski,C,29,MIL,45,0,521,4.1,9.6,.424,0.0,0.0,,4.1,9.6,.424,1.7,2.3,.735,2.5,7.1,9.6,2.1,0.4,0.4,1.7,6.4,9.9,1986,0
Larry Nance,PF,26,PHO,73,69,2484,8.4,14.5,.581,0.0,0.1,.000,8.4,14.4,.586,4.5,6.4,.698,2.4,6.5,9.0,3.5,1.0,1.9,3.0,3.6,21.4,1986,0
Calvin Natt,PF,29,DEN,69,62,2007,8.4,16.7,.504,0.0,0.1,.333,8.4,16.6,.505,5.0,6.2,.801,2.2,5.6,7.8,2.9,1.0,0.2,2.3,2.6,21.8,1986,0
Chuck Nevitt,C,26,TOT,29,0,126,4.3,12.3,.349,0.0,0.0,,4.3,12.3,.349,5.4,7.4,.731,3.7,5.4,9.1,2.0,1.1,5.4,3.4,10.0,14.0,1986,0
Chuck Nevitt,C,26,LAL,4,0,25,4.3,15.8,.273,0.0,0.0,,4.3,15.8,.273,5.8,8.6,.667,4.3,5.8,10.1,2.9,2.9,2.9,7.2,8.6,14.4,1986,0
Chuck Nevitt,C,26,DET,25,0,101,4.3,11.4,.375,0.0,0.0,,4.3,11.4,.375,5.3,7.1,.750,3.6,5.3,8.9,1.8,0.7,6.1,2.5,10.3,13.9,1986,0
Kurt Nimphius,PF,27,TOT,80,66,2226,5.7,11.2,.506,0.0,0.0,.000,5.7,11.2,.508,3.1,4.2,.740,2.5,4.9,7.3,1.0,0.5,1.7,1.9,4.3,14.5,1986,0
Kurt Nimphius,PF,27,DAL,13,4,280,4.8,9.3,.514,0.0,0.1,.000,4.8,9.1,.521,2.2,3.7,.586,3.0,4.8,7.7,1.8,0.4,1.5,1.7,4.9,11.7,1986,0
Kurt Nimphius,PF,27,LAC,67,62,1946,5.8,11.5,.505,0.0,0.0,.000,5.8,11.5,.506,3.3,4.3,.760,2.4,4.9,7.3,0.9,0.6,1.7,2.0,4.2,14.9,1986,0
Charles Oakley,PF,22,CHI,77,30,1772,5.7,11.0,.519,0.0,0.1,.000,5.7,10.9,.522,3.6,5.5,.662,5.2,8.3,13.5,2.7,1.4,0.6,3.6,5.1,15.0,1986,0
Hakeem Olajuwon*,C,23,HOU,68,68,2467,9.1,17.3,.526,0.0,0.0,,9.1,17.3,.526,5.1,7.9,.645,4.9,6.5,11.4,2.0,2.0,3.4,2.8,4.0,23.3,1986,0
Mark Olberding,PF,29,SAC,81,64,2157,3.8,6.7,.558,0.0,0.0,.000,3.8,6.7,.561,2.7,3.5,.771,1.9,5.2,7.1,4.4,0.7,0.4,2.5,4.6,10.2,1986,0
Jawann Oldham,C,28,CHI,52,47,1276,4.7,9.1,.517,0.0,0.0,.000,4.7,9.1,.519,1.5,2.6,.582,3.2,5.5,8.6,1.0,0.8,3.8,2.4,5.8,10.9,1986,0
Robert Parish*,C,32,BOS,81,80,2567,7.4,13.5,.549,0.0,0.0,,7.4,13.5,.549,3.4,4.7,.731,3.4,7.3,10.8,2.0,0.9,1.6,2.6,3.0,18.3,1986,0
Sam Perkins,PF,24,DAL,80,79,2626,6.3,12.5,.503,0.2,0.5,.333,6.1,12.0,.510,4.2,5.2,.814,2.7,6.7,9.4,2.1,1.0,1.3,2.0,2.9,16.9,1986,0
Jim Petersen,PF,23,HOU,82,20,1664,4.2,8.9,.477,0.0,0.1,.000,4.2,8.8,.480,2.4,3.5,.706,3.2,5.3,8.6,1.8,0.8,1.2,1.8,5.0,10.9,1986,0
Charles Pittman,PF,27,PHO,69,17,1132,4.0,6.9,.583,0.0,0.0,,4.0,6.9,.583,3.1,4.5,.702,3.1,4.7,7.8,1.8,1.2,0.7,3.4,4.5,11.2,1986,0
Ben Poquette,PF,30,CLE,81,3,1496,4.0,8.4,.477,0.0,0.2,.200,3.9,8.1,.485,1.7,2.4,.720,2.9,6.1,9.0,1.9,0.8,0.8,1.6,4.5,9.8,1986,0
Kurt Rambis,PF,27,LAL,74,74,1573,3.7,6.2,.595,0.0,0.0,,3.7,6.2,.595,2.0,2.8,.721,3.6,8.3,11.8,1.6,1.5,0.8,2.2,4.5,9.3,1986,0
Blair Rasmussen,C,23,DEN,48,1,330,6.7,16.4,.407,0.0,0.0,,6.7,16.4,.407,3.4,4.3,.795,4.0,6.5,10.6,1.7,0.3,1.1,4.4,6.9,16.7,1986,0
Fred Roberts,PF,25,UTA,58,0,469,5.7,12.8,.443,0.1,0.2,.500,5.6,12.7,.442,5.1,6.7,.770,2.4,3.8,6.1,2.1,0.6,0.5,4.1,5.5,16.6,1986,0
Rick Robey,C,30,PHO,46,1,629,4.1,10.9,.377,0.0,0.2,.000,4.1,10.8,.383,1.9,2.7,.688,2.3,6.2,8.5,3.3,1.1,0.3,3.8,5.3,10.1,1986,0
Tree Rollins,C,30,ATL,74,61,1781,3.5,7.0,.499,0.0,0.0,.000,3.5,7.0,.500,1.4,1.8,.767,2.6,6.6,9.3,0.8,0.8,3.4,1.8,4.8,8.4,1986,0
Dan Roundfield,PF,32,WSB,79,21,2321,5.0,10.2,.488,0.0,0.1,.000,5.0,10.1,.492,4.2,5.6,.754,3.3,6.7,10.0,2.6,0.6,0.8,2.9,3.0,14.2,1986,0
Jeff Ruland,PF,27,WSB,30,24,1114,6.9,12.4,.554,0.0,0.1,.000,6.9,12.2,.559,4.7,6.5,.725,3.5,6.9,10.3,5.1,0.7,0.8,3.9,3.2,18.4,1986,0
Ralph Sampson*,PF,25,HOU,79,76,2864,7.8,16.1,.488,0.0,0.2,.133,7.8,15.9,.492,3.0,4.7,.641,3.2,7.8,11.0,3.6,1.2,1.6,3.6,3.9,18.7,1986,0
Danny Schayes,C,26,DEN,80,13,1654,4.8,9.6,.502,0.0,0.0,.000,4.8,9.6,.503,4.7,6.1,.777,3.4,6.2,9.6,1.7,0.9,1.4,2.3,6.5,14.3,1986,0
Lonnie Shelton,PF,30,CLE,44,1,682,4.9,9.9,.489,0.0,0.1,.000,4.9,9.8,.495,0.7,0.8,.875,2.0,5.5,7.5,3.2,1.1,0.2,2.5,6.8,10.5,1986,0
Jack Sikma*,C,30,SEA,80,78,2790,6.6,14.2,.462,0.0,0.2,.000,6.6,14.0,.467,4.6,5.3,.864,1.9,7.8,9.7,3.9,1.2,0.9,2.8,3.8,17.7,1986,0
Larry Smith,PF,28,GSW,77,74,2441,4.6,8.6,.536,0.0,0.0,.000,4.6,8.6,.537,1.7,3.3,.493,5.7,7.0,12.6,1.4,0.9,0.7,2.0,4.2,10.9,1986,0
Mike Smrek,C,23,CHI,38,5,408,4.1,10.8,.377,0.0,0.2,.000,4.1,10.6,.383,1.4,2.6,.552,4.1,5.6,9.7,1.7,0.5,2.0,2.6,8.4,9.5,1986,0
Steve Stipanovich,C,25,IND,79,65,2397,6.2,13.3,.470,0.0,0.2,.200,6.2,13.1,.473,3.6,4.7,.768,2.6,6.8,9.4,3.1,1.1,1.0,2.2,3.9,16.2,1986,0
Greg Stokes,PF,22,PHI,31,13,350,5.8,12.2,.471,0.0,0.1,.000,5.8,12.1,.475,1.4,2.2,.667,2.8,3.1,5.9,1.7,1.4,1.1,2.0,5.8,13.0,1986,0
David Thirdkill,PF,25,BOS,49,0,385,5.0,10.3,.491,0.0,0.1,.000,5.0,10.2,.495,5.1,8.2,.625,2.5,4.0,6.5,1.4,1.0,0.3,1.8,5.1,15.2,1986,0
LaSalle Thompson,C,24,SAC,80,64,2377,6.2,12.0,.518,0.0,0.0,.000,6.2,12.0,.518,3.1,4.2,.732,3.8,7.8,11.7,2.5,1.1,1.7,2.8,4.5,15.5,1986,0
Mychal Thompson,C,31,POR,82,78,2569,7.0,14.2,.498,0.0,0.0,,7.0,14.2,.498,2.8,4.3,.641,2.5,6.0,8.5,2.5,1.1,0.5,2.7,3.7,16.9,1986,0
Bob Thornton,PF,23,NYK,71,23,1323,3.4,7.5,.456,0.0,0.0,,3.4,7.5,.456,2.3,4.4,.531,3.1,4.8,7.9,1.2,0.8,0.2,2.3,5.7,9.1,1986,0
Otis Thorpe,PF,23,SAC,75,18,1675,6.2,10.6,.587,0.0,0.0,,6.2,10.6,.587,3.5,5.3,.661,2.9,6.1,9.0,1.8,0.8,0.7,2.6,5.0,15.9,1986,0
Wayman Tisdale,PF,21,IND,81,60,2277,8.2,15.8,.515,0.0,0.0,.000,8.2,15.8,.516,2.5,3.7,.684,3.0,6.2,9.2,1.2,0.5,0.7,3.0,4.6,18.8,1986,0
Jeff Turner,PF,23,NJN,53,1,650,4.7,9.5,.491,0.0,0.1,.000,4.7,9.4,.494,3.2,4.3,.744,2.5,5.1,7.6,0.8,1.2,0.2,2.7,6.9,12.5,1986,0
Melvin Turpin,C,25,CLE,80,69,2292,7.2,13.2,.544,0.0,0.1,.000,7.2,13.1,.547,2.9,3.6,.811,2.9,5.9,8.7,0.9,1.0,1.7,2.1,4.1,17.2,1986,0
Nick Vanos,C,22,PHO,11,0,202,4.1,12.8,.319,0.0,0.0,,4.1,12.8,.319,1.4,4.1,.348,3.7,7.0,10.7,2.9,0.4,0.9,3.6,6.1,9.6,1986,0
Pete Verhoeven,PF,26,GSW,61,5,749,4.3,8.0,.539,0.0,0.1,.500,4.3,7.9,.539,1.2,2.1,.581,3.1,4.6,7.7,1.4,1.4,0.8,1.4,6.8,9.9,1986,0
Jay Vincent,PF,26,DAL,80,3,1994,8.0,16.6,.481,0.0,0.1,.000,8.0,16.5,.483,4.0,4.9,.810,1.9,4.7,6.6,3.2,1.2,0.4,2.6,3.5,20.0,1986,0
Granville Waiters,C,25,HOU,43,0,156,3.0,9.0,.333,0.0,0.2,.000,3.0,8.8,.342,0.2,1.4,.167,3.5,3.0,6.5,1.8,0.9,2.3,2.5,6.9,6.2,1986,0
Bill Walton*,C,33,BOS,80,2,1546,5.4,9.6,.562,0.0,0.0,,5.4,9.6,.562,3.4,4.7,.713,3.2,9.5,12.7,3.8,0.9,2.5,3.5,4.9,14.1,1986,0
Bill Wennington,C,22,DAL,56,3,562,4.6,9.8,.471,0.0,0.3,.000,4.6,9.5,.483,2.9,4.0,.726,2.0,6.4,8.5,1.3,0.7,1.4,1.3,5.3,12.1,1986,0
Mark West,C,25,CLE,67,26,1172,3.5,6.4,.541,0.0,0.0,,3.5,6.4,.541,1.7,3.2,.524,3.0,6.9,9.9,0.6,0.8,1.9,2.8,7.2,8.6,1986,0
Jerome Whitehead,C,29,GSW,81,3,1079,4.2,9.8,.429,0.0,0.0,,4.2,9.8,.429,2.0,3.2,.619,3.1,7.8,10.9,0.6,0.6,0.6,2.1,5.9,10.4,1986,0
Jeff Wilkins,C,30,TOT,75,4,1126,4.7,12.0,.393,0.0,0.0,,4.7,12.0,.393,1.9,3.0,.624,2.4,6.3,8.7,1.5,0.4,0.7,1.7,5.0,11.3,1986,0
Jeff Wilkins,C,30,UTA,48,0,604,5.7,14.3,.400,0.0,0.0,,5.7,14.3,.400,1.8,2.8,.638,2.4,6.3,8.6,1.7,0.2,0.7,1.9,5.1,13.2,1986,0
Jeff Wilkins,C,30,SAS,27,4,522,3.5,9.2,.381,0.0,0.0,,3.5,9.2,.381,1.9,3.2,.609,2.3,6.4,8.8,1.2,0.6,0.7,1.4,4.9,9.0,1986,0
Buck Williams,PF,25,NJN,82,82,3070,5.9,11.2,.523,0.0,0.0,.000,5.9,11.2,.524,3.5,5.2,.676,3.9,7.7,11.6,1.5,0.9,1.1,2.9,3.4,15.3,1986,0
Guy Williams,PF,25,GSW,5,0,25,2.9,7.2,.400,0.0,0.0,,2.9,7.2,.400,4.3,8.6,.500,0.0,8.6,8.6,0.0,1.4,2.9,0.0,10.1,10.1,1986,0
Herb Williams,C,27,IND,78,74,2770,8.1,16.6,.492,0.0,0.2,.083,8.1,16.4,.496,3.8,5.2,.730,2.2,7.0,9.2,2.3,0.6,2.4,2.7,3.2,20.1,1986,0
Pete Williams,PF,20,DEN,53,11,573,4.2,7.0,.604,0.0,0.0,,4.2,7.0,.604,1.1,2.5,.425,3.0,6.2,9.2,0.9,1.2,1.4,1.2,4.3,9.5,1986,0
Kevin Willis,PF,23,ATL,82,59,2300,6.6,12.7,.517,0.0,0.1,.000,6.6,12.6,.520,2.7,4.1,.654,3.8,7.2,11.0,0.7,1.0,0.7,2.8,4.6,15.8,1986,0
Kareem Abdul-Jabbar*,C,39,LAL,78,78,2441,8.3,14.6,.564,0.0,0.0,.333,8.2,14.6,.565,3.6,5.1,.714,2.2,5.5,7.7,3.0,0.7,1.4,2.7,3.6,20.1,1987,0
Alvan Adams,C,32,PHO,68,40,1690,6.6,13.2,.503,0.0,0.0,.000,6.6,13.1,.504,2.9,3.6,.788,1.9,5.3,7.2,4.8,1.3,0.8,3.0,4.4,16.1,1987,0
Mark Alarie,PF,23,DEN,64,25,1110,7.0,14.4,.490,0.1,0.3,.222,7.0,14.1,.495,2.2,3.3,.663,2.4,4.6,6.9,2.4,0.7,0.9,1.8,4.5,16.3,1987,0
Richard Anderson,PF,26,HOU,51,0,312,6.8,16.0,.424,0.5,1.8,.250,6.3,14.2,.447,2.5,3.3,.759,2.8,6.3,9.1,3.8,0.8,0.3,2.2,4.3,16.6,1987,0
James Bailey,PF,29,NJN,34,2,542,7.4,15.9,.469,0.0,0.0,,7.4,15.9,.469,3.9,5.3,.725,3.2,5.9,9.1,1.3,0.8,1.5,3.6,7.9,18.7,1987,0
Thurl Bailey,PF,25,UTA,81,2,2155,7.7,17.3,.447,0.0,0.0,.000,7.7,17.3,.448,3.2,3.9,.805,2.4,4.8,7.2,1.7,0.6,1.5,2.1,2.5,18.6,1987,0
Charles Barkley*,PF,23,PHI,68,62,2740,7.3,12.3,.594,0.3,1.4,.202,7.0,10.9,.643,5.6,7.4,.761,5.1,7.9,13.1,4.3,1.6,1.4,4.2,3.3,20.5,1987,0
William Bedford,C,23,PHO,50,18,979,5.2,13.2,.397,0.0,0.0,.000,5.2,13.1,.398,1.8,3.2,.581,2.9,6.1,9.0,2.1,0.7,1.4,3.1,4.6,12.3,1987,0
Benoit Benjamin,C,22,LAC,72,61,2230,5.2,11.5,.449,0.0,0.0,.000,5.2,11.5,.450,3.0,4.2,.715,2.2,7.3,9.5,2.2,1.0,3.0,3.0,4.1,13.4,1987,0
Kent Benson,C,32,UTA,73,2,895,5.6,12.7,.443,0.1,0.3,.286,5.6,12.4,.447,1.9,2.3,.810,3.2,6.1,9.3,1.6,1.6,1.1,1.8,5.6,13.2,1987,0
Walter Berry,PF,22,POR,7,0,19,11.4,15.2,.750,0.0,0.0,,11.4,15.2,.750,1.9,1.9,1.000,7.6,5.7,13.3,1.9,3.8,0.0,0.0,15.2,24.6,1987,0
Joe Binion,PF,25,POR,11,0,51,2.8,7.1,.400,0.0,0.0,,2.8,7.1,.400,4.2,7.1,.600,5.6,7.1,12.7,0.7,1.4,1.4,2.1,3.5,9.9,1987,0
Uwe Blab,C,24,DAL,30,0,160,4.5,11.5,.392,0.0,0.0,,4.5,11.5,.392,2.9,6.3,.464,2.5,5.6,8.1,2.9,0.9,2.0,3.4,7.4,11.9,1987,0
Manute Bol,C,24,WSB,82,12,1552,2.4,5.4,.446,0.0,0.0,.000,2.4,5.3,.448,1.0,1.6,.672,1.9,6.4,8.4,0.3,0.5,7.0,1.4,4.4,5.8,1987,0
Sam Bowie,C,25,POR,5,5,163,6.6,14.6,.455,0.0,0.0,,6.6,14.6,.455,4.4,6.6,.667,3.1,4.2,7.3,2.0,0.2,2.2,3.3,4.2,17.7,1987,0
Randy Breuer,C,26,MIL,76,10,1467,5.9,12.2,.485,0.0,0.0,,5.9,12.2,.485,2.9,5.0,.584,3.2,5.4,8.6,1.2,1.4,1.5,2.5,5.6,14.7,1987,0
Frank Brickowski,PF-C,27,TOT,44,0,487,4.7,9.2,.508,0.0,0.3,.000,4.7,8.9,.525,3.7,5.2,.714,3.5,5.0,8.6,1.3,1.5,0.4,2.4,8.7,13.0,1987,0
Frank Brickowski,PF,27,LAL,37,0,404,4.7,8.4,.564,0.0,0.0,,4.7,8.4,.564,3.6,5.3,.678,3.6,5.1,8.6,1.1,1.2,0.4,2.2,9.4,13.0,1987,0
Frank Brickowski,C,27,SAS,7,0,83,4.3,13.0,.333,0.0,1.7,.000,4.3,11.3,.385,4.3,4.8,.909,3.5,4.8,8.2,2.2,2.6,0.9,3.0,5.6,13.0,1987,0
Mike Brittain,C,23,SAS,6,0,29,5.0,11.2,.444,0.0,0.0,,5.0,11.2,.444,1.2,2.5,.500,2.5,2.5,5.0,2.5,1.2,0.0,2.5,3.7,11.2,1987,0
Mike Brown,C,23,CHI,62,3,818,4.7,8.8,.527,0.0,0.0,,4.7,8.8,.527,2.0,3.2,.639,3.1,6.3,9.4,1.1,0.9,0.3,2.6,5.7,11.4,1987,0
Michael Cage,PF,25,LAC,80,76,2922,5.6,10.8,.521,0.0,0.0,.000,5.6,10.8,.522,4.2,5.8,.730,4.4,7.0,11.4,1.6,1.2,0.8,2.1,2.7,15.5,1987,0
Antoine Carr,PF,25,ATL,65,2,695,6.9,13.7,.506,0.1,0.2,.333,6.9,13.6,.508,3.8,5.3,.709,3.1,5.0,8.1,1.8,0.7,2.5,2.1,7.6,17.7,1987,0
Kenny Carr,PF,31,POR,49,43,1443,5.0,10.0,.504,0.0,0.0,.000,5.0,9.9,.506,3.1,4.2,.746,3.3,9.2,12.4,2.1,0.7,0.3,2.6,4.0,13.2,1987,0
Joe Barry Carroll,C,28,GSW,81,81,2724,9.1,19.3,.472,0.0,0.0,,9.1,19.3,.472,4.5,5.7,.787,2.3,5.5,7.8,2.8,1.2,1.6,3.0,3.4,22.7,1987,0
Bill Cartwright,C,29,NYK,58,50,1989,6.1,11.4,.531,0.0,0.0,,6.1,11.4,.531,6.3,7.9,.790,2.4,5.7,8.1,1.7,0.7,0.5,2.3,3.4,18.4,1987,0
Terry Catledge,PF,23,WSB,78,77,2149,6.9,14.0,.495,0.0,0.1,.000,6.9,13.9,.497,3.3,5.6,.594,4.2,5.2,9.4,0.9,0.7,0.2,2.4,3.3,17.2,1987,0
Tom Chambers,PF,27,SEA,82,82,3018,7.9,17.2,.456,0.6,1.7,.372,7.2,15.5,.466,6.4,7.5,.849,1.9,4.6,6.5,2.9,1.0,0.6,3.2,3.7,22.8,1987,0
Ben Coleman,C,25,NJN,68,7,1029,6.4,11.0,.581,0.0,0.0,.000,6.4,10.9,.583,3.1,4.2,.727,3.5,6.6,10.1,1.3,1.1,1.1,3.3,7.0,15.8,1987,0
Wayne Cooper,C,30,DEN,69,64,1561,5.4,12.1,.448,0.0,0.1,.000,5.4,12.0,.451,1.8,2.5,.725,3.7,7.2,10.9,1.6,0.3,2.3,1.8,5.9,12.7,1987,0
Dave Corzine,C,30,CHI,82,39,2287,4.6,9.7,.475,0.0,0.1,.000,4.6,9.7,.479,1.5,2.0,.736,3.1,5.4,8.5,3.3,0.6,1.4,1.8,3.2,10.8,1987,0
Pat Cummings,PF,30,NYK,49,11,1056,5.9,13.0,.450,0.0,0.0,,5.9,13.0,.450,2.7,3.7,.718,4.2,6.4,10.6,1.3,0.9,0.2,2.9,4.9,14.4,1987,0
Terry Cummings,PF,25,MIL,82,77,2770,9.5,18.5,.511,0.0,0.0,.000,9.5,18.5,.512,3.2,4.9,.662,2.8,6.3,9.1,3.0,1.7,1.1,2.2,3.8,22.2,1987,0
Earl Cureton,C,29,TOT,78,47,1973,4.4,9.3,.476,0.0,0.0,.000,4.4,9.3,.478,1.5,2.8,.539,3.9,4.4,8.2,2.2,0.6,1.0,1.5,3.4,10.4,1987,0
Earl Cureton,C,29,CHI,43,36,1105,4.2,9.0,.467,0.0,0.0,.000,4.2,9.0,.469,1.3,2.4,.534,3.7,3.7,7.4,2.3,0.5,0.8,1.5,3.3,9.7,1987,0
Earl Cureton,C,29,LAC,35,11,868,4.7,9.7,.487,0.0,0.0,.000,4.7,9.7,.489,1.8,3.3,.544,4.1,5.2,9.3,2.2,0.7,1.2,1.5,3.6,11.2,1987,0
Brad Daugherty,C,21,CLE,80,80,2695,6.5,12.1,.538,0.0,0.0,,6.5,12.1,.538,3.7,5.4,.696,2.0,6.6,8.6,4.1,0.7,0.8,3.3,3.3,16.7,1987,0
Darryl Dawkins,C,30,NJN,6,2,106,6.8,10.9,.625,0.0,0.0,,6.8,10.9,.625,5.8,8.2,.708,3.1,3.4,6.5,0.7,0.7,1.0,5.1,8.5,19.4,1987,0
James Donaldson,C,29,DAL,82,82,3028,3.7,6.3,.586,0.0,0.0,,3.7,6.3,.586,3.2,3.9,.812,3.5,8.1,11.6,0.7,0.6,1.6,1.2,2.3,10.6,1987,0
Greg Dreiling,C,24,IND,24,0,128,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,2.8,3.4,.833,3.4,8.7,12.1,2.0,0.6,0.6,2.0,11.8,11.8,1987,0
Kevin Duckworth,C,22,TOT,65,1,875,5.3,11.2,.476,0.0,0.0,.000,5.3,11.2,.478,3.8,5.5,.687,3.1,6.0,9.2,1.2,0.9,0.9,3.2,7.9,14.5,1987,0
Kevin Duckworth,C,22,SAS,14,1,122,5.3,13.3,.400,0.0,0.0,,5.3,13.3,.400,2.7,4.1,.643,3.8,5.3,9.1,1.8,1.5,0.9,1.2,8.0,13.3,1987,0
